word,count
word,you,fellows,1
you,fellows,were,1
fellows,were,saying,1
were,saying,Tell,1
saying,Tell,us,1
Tell,us,a,1
a,story,said,1
story,said,the,1
March,Hare,Yes,1
Hare,Yes,please,1
please,do,pleaded,1
do,pleaded,Alice,1
pleaded,Alice,And,1
Alice,And,be,1
And,be,quick,1
be,quick,about,1
quick,about,it,1
about,it,added,1
it,added,the,1
added,the,Hatter,1
the,Hatter,or,1
Hatter,or,youll,1
or,youll,be,1
youll,be,asleep,1
be,asleep,again,1
asleep,again,before,1
again,before,its,1
before,its,done,1
its,done,Once,1
done,Once,upon,1
Once,upon,a,1
upon,a,time,1
a,time,there,1
were,three,little,1
three,little,sisters,1
little,sisters,the,1
sisters,the,Dormouse,1
the,Dormouse,began,1
Dormouse,began,in,1
great,hurry,and,1
hurry,and,their,1
and,their,names,1
their,names,were,1
names,were,Elsie,1
were,Elsie,Lacie,1
Elsie,Lacie,and,1
Lacie,and,Tillie,1
and,Tillie,and,1
Tillie,and,they,1
and,they,lived,1
they,lived,at,1
lived,at,the,1
a,well,What,1
well,What,did,1
they,live,on,1
live,on,said,1
on,said,Alice,1
Alice,who,always,1
who,always,took,1
always,took,a,1
took,a,great,1
a,great,interest,1
great,interest,in,1
interest,in,questions,1
in,questions,of,1
questions,of,eating,1
of,eating,and,1
eating,and,drinking,1
and,drinking,They,1
drinking,They,lived,1
They,lived,on,1
lived,on,treacle,1
on,treacle,said,1
treacle,said,the,1
the,Dormouse,after,1
Dormouse,after,thinking,1
after,thinking,a,1
thinking,a,minute,1
or,two,They,1
two,They,couldnt,1
They,couldnt,have,1
couldnt,have,done,1
done,that,you,1
that,you,know,1
know,Alice,gently,1
Alice,gently,remarked,1
gently,remarked,theyd,1
remarked,theyd,have,1
theyd,have,been,1
have,been,ill,1
been,ill,So,1
ill,So,they,1
So,they,were,1
the,Dormouse,VERY,1
Dormouse,VERY,ill,1
VERY,ill,Alice,1
ill,Alice,tried,1
Alice,tried,to,1
to,fancy,to,1
fancy,to,herself,1
to,herself,what,1
herself,what,such,1
what,such,an,1
such,an,extraordinary,1
an,extraordinary,ways,1
extraordinary,ways,of,1
ways,of,living,1
of,living,would,1
living,would,be,1
be,like,but,1
like,but,it,1
but,it,puzzled,1
puzzled,her,too,1
her,too,much,1
too,much,so,1
much,so,she,1
went,on,But,1
on,But,why,1
But,why,did,1
why,did,they,1
a,well,Take,1
well,Take,some,1
Take,some,more,1
some,more,tea,1
more,tea,the,1
tea,the,March,1
to,Alice,very,1
Alice,very,earnestly,1
very,earnestly,Ive,1
earnestly,Ive,had,1
Ive,had,nothing,1
had,nothing,yet,1
nothing,yet,Alice,1
yet,Alice,replied,1
offended,tone,so,1
tone,so,I,1
so,I,cant,1
I,cant,take,1
cant,take,more,1
take,more,You,1
more,You,mean,1
You,mean,you,1
mean,you,cant,1
you,cant,take,1
cant,take,LESS,1
take,LESS,said,1
LESS,said,the,1
the,Hatter,its,1
Hatter,its,very,1
its,very,easy,1
very,easy,to,1
easy,to,take,1
to,take,MORE,1
take,MORE,than,1
MORE,than,nothing,1
than,nothing,Nobody,1
nothing,Nobody,asked,1
Nobody,asked,YOUR,1
asked,YOUR,opinion,1
YOUR,opinion,said,1
opinion,said,Alice,1
said,Alice,Whos,1
Alice,Whos,making,1
Whos,making,personal,1
making,personal,remarks,1
personal,remarks,now,1
remarks,now,the,1
now,the,Hatter,1
the,Hatter,asked,1
Hatter,asked,triumphantly,1
asked,triumphantly,Alice,1
triumphantly,Alice,did,1
not,quite,know,1
quite,know,what,1
what,to,say,1
to,say,to,1
say,to,this,1
to,this,so,1
so,she,helped,1
she,helped,herself,1
helped,herself,to,1
herself,to,some,1
to,some,tea,1
some,tea,and,1
tea,and,breadandbutter,1
breadandbutter,and,then,1
and,then,turned,1
then,turned,to,1
the,Dormouse,and,1
Dormouse,and,repeated,1
and,repeated,her,1
repeated,her,question,1
her,question,Why,1
question,Why,did,1
Why,did,they,1
a,well,The,1
well,The,Dormouse,1
The,Dormouse,again,1
Dormouse,again,took,1
again,took,a,1
took,a,minute,1
or,two,to,1
two,to,think,1
think,about,it,1
then,said,It,1
said,It,was,1
It,was,a,1
was,a,treaclewell,1
a,treaclewell,Theres,1
treaclewell,Theres,no,1
Theres,no,such,1
no,such,thing,1
such,thing,Alice,1
thing,Alice,was,1
was,beginning,very,1
beginning,very,angrily,1
very,angrily,but,1
angrily,but,the,1
Hatter,and,the,1
Hare,went,Sh,1
went,Sh,sh,1
Sh,sh,and,1
sh,and,the,1
the,Dormouse,sulkily,1
Dormouse,sulkily,remarked,1
sulkily,remarked,If,1
remarked,If,you,1
If,you,cant,1
you,cant,be,1
cant,be,civil,1
be,civil,youd,1
civil,youd,better,1
youd,better,finish,1
better,finish,the,1
finish,the,story,1
the,story,for,1
story,for,yourself,1
for,yourself,No,1
yourself,No,please,1
No,please,go,1
please,go,on,1
go,on,Alice,1
on,Alice,said,1
said,very,humbly,1
very,humbly,I,1
humbly,I,wont,1
I,wont,interrupt,1
wont,interrupt,again,1
interrupt,again,I,1
again,I,dare,1
dare,say,there,1
say,there,may,1
there,may,be,1
may,be,ONE,1
be,ONE,One,1
ONE,One,indeed,1
One,indeed,said,1
the,Dormouse,indignantly,1
Dormouse,indignantly,However,1
indignantly,However,he,1
However,he,consented,1
he,consented,to,1
consented,to,go,1
go,on,And,1
on,And,so,1
And,so,these,1
so,these,three,1
these,three,little,1
three,little,sistersthey,1
little,sistersthey,were,1
sistersthey,were,learning,1
to,draw,you,1
draw,you,know,1
you,know,What,1
know,What,did,1
they,draw,said,1
draw,said,Alice,1
said,Alice,quite,1
quite,forgetting,her,1
forgetting,her,promise,1
her,promise,Treacle,1
promise,Treacle,said,1
Treacle,said,the,1
the,Dormouse,without,1
Dormouse,without,considering,1
without,considering,at,1
considering,at,all,1
at,all,this,1
this,time,I,1
time,I,want,1
I,want,a,1
want,a,clean,1
a,clean,cup,1
clean,cup,interrupted,1
cup,interrupted,the,1
interrupted,the,Hatter,1
the,Hatter,lets,1
Hatter,lets,all,1
lets,all,move,1
all,move,one,1
move,one,place,1
one,place,on,1
place,on,He,1
on,He,moved,1
He,moved,on,1
moved,on,as,1
on,as,he,1
spoke,and,the,1
the,Dormouse,followed,1
Dormouse,followed,him,1
followed,him,the,1
him,the,March,1
March,Hare,moved,1
Hare,moved,into,1
moved,into,the,1
into,the,Dormouses,1
the,Dormouses,place,1
Dormouses,place,and,1
place,and,Alice,1
and,Alice,rather,1
Alice,rather,unwillingly,1
rather,unwillingly,took,1
unwillingly,took,the,1
took,the,place,1
March,Hare,The,1
Hare,The,Hatter,1
was,the,only,1
the,only,one,1
only,one,who,1
one,who,got,1
who,got,any,1
got,any,advantage,1
any,advantage,from,1
advantage,from,the,1
from,the,change,1
the,change,and,1
change,and,Alice,1
Alice,was,a,1
good,deal,worse,1
deal,worse,off,1
worse,off,than,1
off,than,before,1
than,before,as,1
before,as,the,1
March,Hare,had,1
Hare,had,just,1
had,just,upset,1
just,upset,the,1
upset,the,milkjug,1
the,milkjug,into,1
milkjug,into,his,1
into,his,plate,1
his,plate,Alice,1
plate,Alice,did,1
did,not,wish,1
not,wish,to,1
wish,to,offend,1
to,offend,the,1
offend,the,Dormouse,1
the,Dormouse,again,1
Dormouse,again,so,1
again,so,she,1
she,began,very,1
began,very,cautiously,1
very,cautiously,But,1
cautiously,But,I,1
I,dont,understand,1
dont,understand,Where,1
understand,Where,did,1
Where,did,they,1
they,draw,the,1
draw,the,treacle,1
the,treacle,from,1
treacle,from,You,1
from,You,can,1
You,can,draw,1
can,draw,water,1
draw,water,out,1
water,out,of,1
of,a,waterwell,1
a,waterwell,said,1
waterwell,said,the,1
the,Hatter,so,1
Hatter,so,I,1
so,I,should,1
should,think,you,1
you,could,draw,1
could,draw,treacle,1
draw,treacle,out,1
treacle,out,of,1
of,a,treaclewelleh,1
a,treaclewelleh,stupid,1
treaclewelleh,stupid,But,1
stupid,But,they,1
But,they,were,1
they,were,IN,1
were,IN,the,1
IN,the,well,1
the,well,Alice,1
well,Alice,said,1
Dormouse,not,choosing,1
not,choosing,to,1
choosing,to,notice,1
to,notice,this,1
notice,this,last,1
last,remark,Of,1
remark,Of,course,1
Of,course,they,1
course,they,were,1
the,Dormouse,well,1
Dormouse,well,in,1
well,in,This,1
in,This,answer,1
This,answer,so,1
answer,so,confused,1
so,confused,poor,1
confused,poor,Alice,1
poor,Alice,that,1
that,she,let,1
she,let,the,1
let,the,Dormouse,1
the,Dormouse,go,1
Dormouse,go,on,1
go,on,for,1
time,without,interrupting,1
without,interrupting,it,1
interrupting,it,They,1
it,They,were,1
They,were,learning,1
to,draw,the,1
draw,the,Dormouse,1
the,Dormouse,went,1
Dormouse,went,on,1
went,on,yawning,1
on,yawning,and,1
yawning,and,rubbing,1
and,rubbing,its,1
rubbing,its,eyes,1
its,eyes,for,1
eyes,for,it,1
for,it,was,1
it,was,getting,1
was,getting,very,1
getting,very,sleepy,1
sleepy,and,they,1
and,they,drew,1
they,drew,all,1
drew,all,manner,1
all,manner,of,1
manner,of,thingseverything,1
of,thingseverything,that,1
thingseverything,that,begins,1
an,M,Why,1
M,Why,with,1
Why,with,an,1
an,M,said,1
M,said,Alice,1
Alice,Why,not,1
Why,not,said,1
Hare,Alice,was,1
Alice,was,silent,1
silent,The,Dormouse,1
The,Dormouse,had,1
Dormouse,had,closed,1
had,closed,its,1
closed,its,eyes,1
its,eyes,by,1
eyes,by,this,1
was,going,off,1
going,off,into,1
off,into,a,1
into,a,doze,1
a,doze,but,1
doze,but,on,1
but,on,being,1
on,being,pinched,1
being,pinched,by,1
pinched,by,the,1
by,the,Hatter,1
the,Hatter,it,1
Hatter,it,woke,1
it,woke,up,1
woke,up,again,1
up,again,with,1
again,with,a,1
shriek,and,went,1
on,that,begins,1
an,M,such,1
M,such,as,1
such,as,mousetraps,1
as,mousetraps,and,1
mousetraps,and,the,1
and,the,moon,1
the,moon,and,1
moon,and,memory,1
and,memory,and,1
memory,and,muchnessyou,1
and,muchnessyou,know,1
muchnessyou,know,you,1
know,you,say,1
you,say,things,1
say,things,are,1
things,are,much,1
are,much,of,1
of,a,muchnessdid,1
a,muchnessdid,you,1
muchnessdid,you,ever,1
you,ever,see,1
ever,see,such,1
see,such,a,1
a,thing,as,1
thing,as,a,1
as,a,drawing,1
a,drawing,of,1
drawing,of,a,1
of,a,muchness,1
a,muchness,Really,1
muchness,Really,now,1
Really,now,you,1
now,you,ask,1
you,ask,me,1
ask,me,said,1
Alice,very,much,1
very,much,confused,1
much,confused,I,1
confused,I,dont,1
dont,think,Then,1
think,Then,you,1
Then,you,shouldnt,1
you,shouldnt,talk,1
shouldnt,talk,said,1
talk,said,the,1
the,Hatter,This,1
Hatter,This,piece,1
This,piece,of,1
piece,of,rudeness,1
of,rudeness,was,1
rudeness,was,more,1
was,more,than,1
more,than,Alice,1
than,Alice,could,1
Alice,could,bear,1
could,bear,she,1
bear,she,got,1
got,up,in,1
up,in,great,1
in,great,disgust,1
great,disgust,and,1
disgust,and,walked,1
and,walked,off,1
walked,off,the,1
off,the,Dormouse,1
the,Dormouse,fell,1
Dormouse,fell,asleep,1
fell,asleep,instantly,1
asleep,instantly,and,1
instantly,and,neither,1
and,neither,of,1
neither,of,the,1
of,the,others,1
the,others,took,1
others,took,the,1
took,the,least,1
the,least,notice,1
least,notice,of,1
of,her,going,1
her,going,though,1
going,though,she,1
though,she,looked,1
she,looked,back,1
looked,back,once,1
back,once,or,1
or,twice,half,1
twice,half,hoping,1
hoping,that,they,1
that,they,would,1
they,would,call,1
would,call,after,1
call,after,her,1
after,her,the,1
her,the,last,1
the,last,time,1
last,time,she,1
time,she,saw,1
she,saw,them,1
saw,them,they,1
them,they,were,1
they,were,trying,1
were,trying,to,1
trying,to,put,1
to,put,the,1
put,the,Dormouse,1
the,Dormouse,into,1
Dormouse,into,the,1
into,the,teapot,1
the,teapot,At,1
teapot,At,any,1
At,any,rate,1
any,rate,Ill,1
rate,Ill,never,1
Ill,never,go,1
never,go,THERE,1
go,THERE,again,1
THERE,again,said,1
again,said,Alice,1
as,she,picked,1
she,picked,her,1
picked,her,way,1
her,way,through,1
through,the,wood,1
the,wood,Its,1
wood,Its,the,1
Its,the,stupidest,1
the,stupidest,teaparty,1
stupidest,teaparty,I,1
teaparty,I,ever,1
I,ever,was,1
ever,was,at,1
was,at,in,1
at,in,all,1
my,life,Just,1
life,Just,as,1
Just,as,she,1
as,she,said,1
this,she,noticed,1
noticed,that,one,1
the,trees,had,1
trees,had,a,1
had,a,door,1
a,door,leading,1
door,leading,right,1
leading,right,into,1
right,into,it,1
into,it,Thats,1
it,Thats,very,1
very,curious,she,1
curious,she,thought,1
she,thought,But,1
thought,But,everythings,1
But,everythings,curious,1
everythings,curious,today,1
curious,today,I,1
today,I,think,1
think,I,may,1
I,may,as,1
may,as,well,1
well,go,in,1
go,in,at,1
in,at,once,1
at,once,And,1
once,And,in,1
And,in,she,1
in,she,went,1
she,went,Once,1
went,Once,more,1
Once,more,she,1
more,she,found,1
herself,in,the,1
in,the,long,1
the,long,hall,1
long,hall,and,1
hall,and,close,1
and,close,to,1
close,to,the,1
the,little,glass,1
little,glass,table,1
glass,table,Now,1
table,Now,Ill,1
Now,Ill,manage,1
Ill,manage,better,1
manage,better,this,1
better,this,time,1
herself,and,began,1
and,began,by,1
began,by,taking,1
by,taking,the,1
taking,the,little,1
key,and,unlocking,1
and,unlocking,the,1
unlocking,the,door,1
the,door,that,1
door,that,led,1
that,led,into,1
led,into,the,1
the,garden,Then,1
garden,Then,she,1
Then,she,went,1
she,went,to,1
went,to,work,1
to,work,nibbling,1
work,nibbling,at,1
the,mushroom,she,1
mushroom,she,had,1
she,had,kept,1
had,kept,a,1
kept,a,piece,1
piece,of,it,1
it,in,her,1
her,pocket,till,1
pocket,till,she,1
she,was,about,1
was,about,a,1
about,a,foot,1
a,foot,high,1
foot,high,then,1
high,then,she,1
she,walked,down,1
walked,down,the,1
down,the,little,1
the,little,passage,1
little,passage,and,1
passage,and,THENshe,1
and,THENshe,found,1
THENshe,found,herself,1
found,herself,at,1
herself,at,last,1
at,last,in,1
last,in,the,1
in,the,beautiful,1
the,beautiful,garden,1
beautiful,garden,among,1
garden,among,the,1
among,the,bright,1
the,bright,flowerbeds,1
bright,flowerbeds,and,1
flowerbeds,and,the,1
and,the,cool,1
the,cool,fountains,1
cool,fountains,CHAPTER,1
fountains,CHAPTER,VIII,1
CHAPTER,VIII,The,1
VIII,The,Queens,1
The,Queens,CroquetGround,1
Queens,CroquetGround,A,1
CroquetGround,A,large,1
A,large,rosetree,1
large,rosetree,stood,1
rosetree,stood,near,1
near,the,entrance,1
the,entrance,of,1
entrance,of,the,1
the,garden,the,1
garden,the,roses,1
the,roses,growing,1
roses,growing,on,1
growing,on,it,1
on,it,were,1
it,were,white,1
were,white,but,1
white,but,there,1
but,there,were,1
were,three,gardeners,1
three,gardeners,at,1
gardeners,at,it,1
at,it,busily,1
it,busily,painting,1
busily,painting,them,1
painting,them,red,1
them,red,Alice,1
red,Alice,thought,1
thought,this,a,1
very,curious,thing,1
curious,thing,and,1
thing,and,she,1
she,went,nearer,1
went,nearer,to,1
nearer,to,watch,1
to,watch,them,1
watch,them,and,1
them,and,just,1
as,she,came,1
she,came,up,1
up,to,them,1
to,them,she,1
them,she,heard,1
she,heard,one,1
heard,one,of,1
of,them,say,1
them,say,Look,1
say,Look,out,1
Look,out,now,1
out,now,Five,1
now,Five,Dont,1
Five,Dont,go,1
Dont,go,splashing,1
go,splashing,paint,1
splashing,paint,over,1
paint,over,me,1
over,me,like,1
like,that,I,1
that,I,couldnt,1
I,couldnt,help,1
couldnt,help,it,1
it,said,Five,1
said,Five,in,1
Five,in,a,1
sulky,tone,Seven,1
tone,Seven,jogged,1
Seven,jogged,my,1
jogged,my,elbow,1
my,elbow,On,1
elbow,On,which,1
On,which,Seven,1
which,Seven,looked,1
Seven,looked,up,1
said,Thats,right,1
Thats,right,Five,1
right,Five,Always,1
Five,Always,lay,1
Always,lay,the,1
lay,the,blame,1
the,blame,on,1
blame,on,others,1
on,others,YOUD,1
others,YOUD,better,1
YOUD,better,not,1
better,not,talk,1
not,talk,said,1
talk,said,Five,1
said,Five,I,1
Five,I,heard,1
I,heard,the,1
heard,the,Queen,1
the,Queen,say,1
Queen,say,only,1
say,only,yesterday,1
only,yesterday,you,1
yesterday,you,deserved,1
you,deserved,to,1
deserved,to,be,1
to,be,beheaded,1
be,beheaded,What,1
beheaded,What,for,1
for,said,the,1
said,the,one,1
the,one,who,1
one,who,had,1
who,had,spoken,1
had,spoken,first,1
spoken,first,Thats,1
first,Thats,none,1
Thats,none,of,1
none,of,YOUR,1
of,YOUR,business,1
YOUR,business,Two,1
business,Two,said,1
Two,said,Seven,1
said,Seven,Yes,1
Seven,Yes,it,1
Yes,it,IS,1
it,IS,his,1
IS,his,business,1
his,business,said,1
business,said,Five,1
said,Five,and,1
Five,and,Ill,1
and,Ill,tell,1
Ill,tell,himit,1
tell,himit,was,1
himit,was,for,1
was,for,bringing,1
for,bringing,the,1
bringing,the,cook,1
the,cook,tuliproots,1
cook,tuliproots,instead,1
tuliproots,instead,of,1
instead,of,onions,1
of,onions,Seven,1
onions,Seven,flung,1
Seven,flung,down,1
flung,down,his,1
down,his,brush,1
his,brush,and,1
brush,and,had,1
just,begun,Well,1
begun,Well,of,1
Well,of,all,1
of,all,the,1
all,the,unjust,1
the,unjust,things,1
unjust,things,when,1
things,when,his,1
when,his,eye,1
his,eye,chanced,1
eye,chanced,to,1
chanced,to,fall,1
to,fall,upon,1
fall,upon,Alice,1
upon,Alice,as,1
as,she,stood,1
she,stood,watching,1
stood,watching,them,1
watching,them,and,1
them,and,he,1
and,he,checked,1
he,checked,himself,1
checked,himself,suddenly,1
himself,suddenly,the,1
suddenly,the,others,1
the,others,looked,1
others,looked,round,1
looked,round,also,1
round,also,and,1
also,and,all,1
and,all,of,1
all,of,them,1
of,them,bowed,1
them,bowed,low,1
bowed,low,Would,1
low,Would,you,1
little,timidly,why,1
timidly,why,you,1
why,you,are,1
you,are,painting,1
are,painting,those,1
painting,those,roses,1
those,roses,Five,1
roses,Five,and,1
Five,and,Seven,1
and,Seven,said,1
Seven,said,nothing,1
said,nothing,but,1
nothing,but,looked,1
but,looked,at,1
looked,at,Two,1
at,Two,Two,1
Two,Two,began,1
Two,began,in,1
low,voice,Why,1
voice,Why,the,1
Why,the,fact,1
the,fact,is,1
fact,is,you,1
is,you,see,1
see,Miss,this,1
Miss,this,here,1
this,here,ought,1
here,ought,to,1
to,have,been,1
been,a,RED,1
a,RED,rosetree,1
RED,rosetree,and,1
rosetree,and,we,1
and,we,put,1
we,put,a,1
put,a,white,1
a,white,one,1
white,one,in,1
one,in,by,1
in,by,mistake,1
by,mistake,and,1
mistake,and,if,1
and,if,the,1
if,the,Queen,1
Queen,was,to,1
was,to,find,1
to,find,it,1
find,it,out,1
it,out,we,1
out,we,should,1
we,should,all,1
should,all,have,1
all,have,our,1
have,our,heads,1
our,heads,cut,1
heads,cut,off,1
cut,off,you,1
off,you,know,1
you,know,So,1
know,So,you,1
So,you,see,1
see,Miss,were,1
Miss,were,doing,1
were,doing,our,1
doing,our,best,1
our,best,afore,1
best,afore,she,1
afore,she,comes,1
she,comes,to,1
comes,to,At,1
to,At,this,1
this,moment,Five,1
moment,Five,who,1
Five,who,had,1
had,been,anxiously,1
been,anxiously,looking,1
anxiously,looking,across,1
looking,across,the,1
across,the,garden,1
the,garden,called,1
garden,called,out,1
out,The,Queen,1
The,Queen,The,1
Queen,The,Queen,1
The,Queen,and,1
Queen,and,the,1
gardeners,instantly,threw,1
instantly,threw,themselves,1
threw,themselves,flat,1
themselves,flat,upon,1
flat,upon,their,1
their,faces,There,1
faces,There,was,1
was,a,sound,1
a,sound,of,1
sound,of,many,1
of,many,footsteps,1
many,footsteps,and,1
footsteps,and,Alice,1
Alice,looked,round,1
looked,round,eager,1
round,eager,to,1
eager,to,see,1
see,the,Queen,1
the,Queen,First,1
Queen,First,came,1
First,came,ten,1
came,ten,soldiers,1
ten,soldiers,carrying,1
soldiers,carrying,clubs,1
carrying,clubs,these,1
clubs,these,were,1
these,were,all,1
were,all,shaped,1
all,shaped,like,1
shaped,like,the,1
three,gardeners,oblong,1
gardeners,oblong,and,1
oblong,and,flat,1
and,flat,with,1
flat,with,their,1
with,their,hands,1
and,feet,at,1
feet,at,the,1
at,the,corners,1
the,corners,next,1
corners,next,the,1
next,the,ten,1
the,ten,courtiers,1
ten,courtiers,these,1
courtiers,these,were,1
these,were,ornamented,1
were,ornamented,all,1
ornamented,all,over,1
over,with,diamonds,1
with,diamonds,and,1
diamonds,and,walked,1
and,walked,two,1
walked,two,and,1
two,and,two,1
and,two,as,1
two,as,the,1
as,the,soldiers,1
the,soldiers,did,1
soldiers,did,After,1
did,After,these,1
After,these,came,1
these,came,the,1
came,the,royal,1
royal,children,there,1
children,there,were,1
there,were,ten,1
were,ten,of,1
ten,of,them,1
of,them,and,1
them,and,the,1
the,little,dears,1
little,dears,came,1
dears,came,jumping,1
came,jumping,merrily,1
jumping,merrily,along,1
merrily,along,hand,1
along,hand,in,1
in,hand,in,1
hand,in,couples,1
in,couples,they,1
couples,they,were,1
were,all,ornamented,1
all,ornamented,with,1
ornamented,with,hearts,1
with,hearts,Next,1
hearts,Next,came,1
Next,came,the,1
came,the,guests,1
the,guests,mostly,1
guests,mostly,Kings,1
mostly,Kings,and,1
Kings,and,Queens,1
and,Queens,and,1
Queens,and,among,1
and,among,them,1
among,them,Alice,1
them,Alice,recognised,1
Alice,recognised,the,1
recognised,the,White,1
White,Rabbit,it,1
Rabbit,it,was,1
it,was,talking,1
was,talking,in,1
talking,in,a,1
in,a,hurried,1
a,hurried,nervous,1
hurried,nervous,manner,1
nervous,manner,smiling,1
manner,smiling,at,1
smiling,at,everything,1
at,everything,that,1
everything,that,was,1
that,was,said,1
was,said,and,1
and,went,by,1
went,by,without,1
by,without,noticing,1
without,noticing,her,1
noticing,her,Then,1
her,Then,followed,1
Then,followed,the,1
followed,the,Knave,1
of,Hearts,carrying,1
Hearts,carrying,the,1
carrying,the,Kings,1
the,Kings,crown,1
Kings,crown,on,1
crown,on,a,1
on,a,crimson,1
a,crimson,velvet,1
crimson,velvet,cushion,1
velvet,cushion,and,1
cushion,and,last,1
and,last,of,1
last,of,all,1
of,all,this,1
all,this,grand,1
this,grand,procession,1
grand,procession,came,1
procession,came,THE,1
came,THE,KING,1
THE,KING,AND,1
KING,AND,QUEEN,1
AND,QUEEN,OF,1
QUEEN,OF,HEARTS,1
OF,HEARTS,Alice,1
HEARTS,Alice,was,1
Alice,was,rather,1
was,rather,doubtful,1
rather,doubtful,whether,1
doubtful,whether,she,1
