word,count
choosing,to,1
to,notice,1
remark,Of,1
course,they,1
Dormouse,well,1
well,in,1
in,This,1
This,answer,1
so,confused,1
confused,poor,1
she,let,1
Dormouse,go,1
without,interrupting,1
interrupting,it,1
Dormouse,went,1
on,yawning,1
yawning,and,1
and,rubbing,1
rubbing,its,1
eyes,for,1
getting,very,1
they,drew,1
drew,all,1
all,manner,1
manner,of,1
of,thingseverything,1
thingseverything,that,1
M,Why,1
Why,with,1
M,said,1
Why,not,1
Dormouse,had,1
had,closed,1
closed,its,1
eyes,by,1
going,off,1
off,into,1
a,doze,1
doze,but,1
on,being,1
being,pinched,1
pinched,by,1
Hatter,it,1
it,woke,1
woke,up,1
again,with,1
M,such,1
as,mousetraps,1
mousetraps,and,1
the,moon,1
moon,and,1
and,memory,1
memory,and,1
and,muchnessyou,1
muchnessyou,know,1
know,you,1
say,things,1
are,much,1
a,muchnessdid,1
muchnessdid,you,1
see,such,1
a,drawing,1
drawing,of,1
a,muchness,1
muchness,Really,1
Really,now,1
now,you,1
you,ask,1
ask,me,1
much,confused,1
confused,I,1
think,Then,1
shouldnt,talk,1
Hatter,This,1
This,piece,1
of,rudeness,1
rudeness,was,1
than,Alice,1
could,bear,1
bear,she,1
great,disgust,1
disgust,and,1
Dormouse,fell,1
fell,asleep,1
asleep,instantly,1
and,neither,1
neither,of,1
others,took,1
least,notice,1
her,going,1
going,though,1
looked,back,1
back,once,1
twice,half,1
would,call,1
call,after,1
her,the,1
last,time,1
saw,them,1
Dormouse,into,1
the,teapot,1
teapot,At,1
At,any,1
rate,Ill,1
Ill,never,1
never,go,1
go,THERE,1
THERE,again,1
picked,her,1
wood,Its,1
the,stupidest,1
stupidest,teaparty,1
teaparty,I,1
at,in,1
life,Just,1
Just,as,1
trees,had,1
a,door,1
door,leading,1
leading,right,1
curious,she,1
thought,But,1
But,everythings,1
everythings,curious,1
curious,today,1
I,may,1
may,as,1
once,And,1
And,in,1
went,Once,1
Once,more,1
more,she,1
the,long,1
long,hall,1
and,close,1
table,Now,1
Now,Ill,1
Ill,manage,1
manage,better,1
better,this,1
by,taking,1
taking,the,1
and,unlocking,1
unlocking,the,1
door,that,1
that,led,1
garden,Then,1
Then,she,1
work,nibbling,1
mushroom,she,1
had,kept,1
kept,a,1
pocket,till,1
was,about,1
a,foot,1
foot,high,1
high,then,1
walked,down,1
little,passage,1
and,THENshe,1
THENshe,found,1
herself,at,1
last,in,1
the,beautiful,1
beautiful,garden,1
garden,among,1
bright,flowerbeds,1
flowerbeds,and,1
the,cool,1
fountains,CHAPTER,1
CHAPTER,VIII,1
VIII,The,1
Queens,CroquetGround,1
CroquetGround,A,1
A,large,1
large,rosetree,1
rosetree,stood,1
the,entrance,1
entrance,of,1
garden,the,1
roses,growing,1
growing,on,1
were,white,1
white,but,1
gardeners,at,1
it,busily,1
busily,painting,1
painting,them,1
them,red,1
red,Alice,1
went,nearer,1
watch,them,1
them,she,1
heard,one,1
them,say,1
say,Look,1
Look,out,1
out,now,1
now,Five,1
Five,Dont,1
Dont,go,1
go,splashing,1
splashing,paint,1
paint,over,1
over,me,1
couldnt,help,1
Five,in,1
tone,Seven,1
Seven,jogged,1
jogged,my,1
my,elbow,1
elbow,On,1
On,which,1
which,Seven,1
Seven,looked,1
right,Five,1
Five,Always,1
Always,lay,1
lay,the,1
the,blame,1
blame,on,1
on,others,1
others,YOUD,1
YOUD,better,1
not,talk,1
Five,I,1
Queen,say,1
say,only,1
only,yesterday,1
yesterday,you,1
you,deserved,1
deserved,to,1
beheaded,What,1
the,one,1
had,spoken,1
spoken,first,1
first,Thats,1
Thats,none,1
YOUR,business,1
business,Two,1
Two,said,1
said,Seven,1
Seven,Yes,1
Yes,it,1
it,IS,1
IS,his,1
his,business,1
business,said,1
and,Ill,1
tell,himit,1
himit,was,1
was,for,1
bringing,the,1
cook,tuliproots,1
tuliproots,instead,1
of,onions,1
onions,Seven,1
Seven,flung,1
flung,down,1
his,brush,1
brush,and,1
begun,Well,1
Well,of,1
the,unjust,1
unjust,things,1
when,his,1
his,eye,1
eye,chanced,1
chanced,to,1
fall,upon,1
upon,Alice,1
stood,watching,1
watching,them,1
he,checked,1
checked,himself,1
himself,suddenly,1
suddenly,the,1
others,looked,1
round,also,1
also,and,1
them,bowed,1
low,Would,1
timidly,why,1
why,you,1
are,painting,1
painting,those,1
those,roses,1
roses,Five,1
and,Seven,1
Seven,said,1
but,looked,1
at,Two,1
Two,Two,1
Two,began,1
voice,Why,1
Why,the,1
fact,is,1
Miss,this,1
this,here,1
here,ought,1
a,RED,1
RED,rosetree,1
rosetree,and,1
we,put,1
a,white,1
white,one,1
one,in,1
in,by,1
by,mistake,1
mistake,and,1
out,we,1
we,should,1
should,all,1
all,have,1
have,our,1
our,heads,1
heads,cut,1
off,you,1
know,So,1
Miss,were,1
were,doing,1
doing,our,1
our,best,1
best,afore,1
afore,she,1
she,comes,1
comes,to,1
to,At,1
moment,Five,1
Five,who,1
been,anxiously,1
anxiously,looking,1
looking,across,1
garden,called,1
Queen,The,1
instantly,threw,1
threw,themselves,1
themselves,flat,1
flat,upon,1
faces,There,1
a,sound,1
of,many,1
many,footsteps,1
footsteps,and,1
round,eager,1
eager,to,1
Queen,First,1
First,came,1
came,ten,1
ten,soldiers,1
soldiers,carrying,1
carrying,clubs,1
clubs,these,1
all,shaped,1
gardeners,oblong,1
oblong,and,1
and,flat,1
flat,with,1
the,corners,1
corners,next,1
next,the,1
the,ten,1
ten,courtiers,1
courtiers,these,1
were,ornamented,1
ornamented,all,1
with,diamonds,1
diamonds,and,1
walked,two,1
two,as,1
soldiers,did,1
did,After,1
After,these,1
these,came,1
children,there,1
were,ten,1
ten,of,1
little,dears,1
dears,came,1
came,jumping,1
jumping,merrily,1
merrily,along,1
along,hand,1
in,couples,1
couples,they,1
all,ornamented,1
ornamented,with,1
with,hearts,1
hearts,Next,1
the,guests,1
guests,mostly,1
mostly,Kings,1
Kings,and,1
and,Queens,1
Queens,and,1
and,among,1
Alice,recognised,1
recognised,the,1
Rabbit,it,1
a,hurried,1
hurried,nervous,1
nervous,manner,1
manner,smiling,1
smiling,at,1
went,by,1
by,without,1
without,noticing,1
noticing,her,1
her,Then,1
Then,followed,1
followed,the,1
Hearts,carrying,1
carrying,the,1
the,Kings,1
Kings,crown,1
crown,on,1
a,crimson,1
crimson,velvet,1
velvet,cushion,1
cushion,and,1
and,last,1
last,of,1
this,grand,1
grand,procession,1
came,THE,1
THE,KING,1
KING,AND,1
AND,QUEEN,1
QUEEN,OF,1
OF,HEARTS,1
HEARTS,Alice,1
rather,doubtful,1
doubtful,whether,1
ought,not,1
face,like,1
gardeners,but,1
having,heard,1
of,such,1
a,rule,1
rule,at,1
at,processions,1
processions,and,1
and,besides,1
besides,what,1
a,procession,1
procession,thought,1
she,if,1
if,people,1
people,had,1
had,all,1
all,to,1
faces,so,1
couldnt,see,1
it,So,1
stood,still,1
still,where,1
waited,When,1
came,opposite,1
opposite,to,1
Alice,they,1
all,stopped,1
stopped,and,1
said,severely,1
severely,Who,1
this,She,1
said,it,1
Hearts,who,1
who,only,1
only,bowed,1
and,smiled,1
smiled,in,1
reply,Idiot,1
Idiot,said,1
Queen,tossing,1
tossing,her,1
and,turning,1
on,Whats,1
Whats,your,1
name,child,1
child,My,1
My,name,1
name,is,1
is,Alice,1
Alice,so,1
so,please,1
politely,but,1
herself,Why,1
Why,theyre,1
theyre,only,1
cards,after,1
I,neednt,1
them,And,1
who,are,1
are,THESE,1
THESE,said,1
Queen,pointing,1
lying,round,1
rosetree,for,1
faces,and,1
the,pattern,1
pattern,on,1
their,backs,1
backs,was,1
the,pack,1
pack,she,1
not,tell,1
tell,whether,1
whether,they,1
were,gardeners,1
gardeners,or,1
or,soldiers,1
soldiers,or,1
or,courtiers,1
courtiers,or,1
own,children,1
children,How,1
How,should,1
should,I,1
Alice,surprised,1
own,courage,1
courage,Its,1
business,of,1
of,MINE,1
MINE,The,1
turned,crimson,1
crimson,with,1
with,fury,1
fury,and,1
after,glaring,1
glaring,at,1
her,for,1
moment,like,1
a,wild,1
wild,beast,1
beast,screamed,1
screamed,Off,1
head,Off,1
Off,Nonsense,1
Nonsense,said,1
very,loudly,1
loudly,and,1
and,decidedly,1
King,laid,1
laid,his,1
his,hand,1
hand,upon,1
arm,and,1
and,timidly,1
timidly,said,1
said,Consider,1
Consider,my,1
dear,she,1
is,only,1
child,The,1
turned,angrily,1
angrily,away,1
Knave,Turn,1
Turn,them,1
them,over,1
over,The,1
Knave,did,1
so,very,1
carefully,with,1
foot,Get,1
Get,up,1
up,said,1
shrill,loud,1
loud,voice,1
instantly,jumped,1
began,bowing,1
bowing,to,1
Queen,the,1
everybody,else,1
else,Leave,1
Leave,off,1
off,that,1
that,screamed,1
Queen,You,1
You,make,1
me,giddy,1
giddy,And,1
then,turning,1
rosetree,she,1
What,HAVE,1
HAVE,you,1
you,been,1
been,doing,1
doing,here,1
here,May,1
said,Two,1
Two,in,1
very,humble,1
humble,tone,1
tone,going,1
going,down,1
knee,as,1
spoke,we,1
trying,I,1
had,meanwhile,1
meanwhile,been,1
been,examining,1
examining,the,1
roses,Off,1
heads,and,1
procession,moved,1
on,three,1
soldiers,remaining,1
remaining,behind,1
behind,to,1
to,execute,1
execute,the,1
the,unfortunate,1
unfortunate,gardeners,1
who,ran,1
ran,to,1
for,protection,1
protection,You,1
You,shant,1
beheaded,said,1
put,them,1
them,into,1
large,flowerpot,1
flowerpot,that,1
near,The,1
The,three,1
three,soldiers,1
soldiers,wandered,1
two,looking,1
then,quietly,1
quietly,marched,1
marched,off,1
off,after,1
others,Are,1
Are,their,1
heads,off,1
off,shouted,1
Queen,Their,1
Their,heads,1
heads,are,1
gone,if,1
soldiers,shouted,1
shouted,in,1
reply,Thats,1
right,shouted,1
Queen,Can,1
Can,you,1
The,soldiers,1
were,silent,1
question,was,1
was,evidently,1
evidently,meant,1
meant,for,1
her,Yes,1
Yes,shouted,1
shouted,Alice,1
then,roared,1
roared,the,1
Alice,joined,1
joined,the,1
procession,wondering,1
wondering,very,1
much,what,1
next,Itsits,1
Itsits,a,1
very,fine,1
voice,at,1
her,side,1
side,She,1
walking,by,1
was,peeping,1
peeping,anxiously,1
face,Very,1
Very,said,1
Alice,wheres,1
wheres,the,1
Duchess,Hush,1
Hush,Hush,1
Hush,said,1
low,hurried,1
hurried,tone,1
tone,He,1
anxiously,over,1
then,raised,1
raised,himself,1
himself,upon,1
upon,tiptoe,1
tiptoe,put,1
his,mouth,1
mouth,close,1
and,whispered,1
whispered,Shes,1
Shes,under,1
execution,What,1
Alice,Did,1
pity,the,1
Rabbit,asked,1
asked,No,1
didnt,said,1
think,its,1
its,at,1
pity,I,1
for,She,1
She,boxed,1
boxed,the,1
Queens,ears,1
ears,the,1
Rabbit,began,1
Alice,gave,1
scream,of,1
of,laughter,1
laughter,Oh,1
Oh,hush,1
hush,the,1
Rabbit,whispered,1
a,frightened,1
frightened,tone,1
tone,The,1
Queen,will,1
will,hear,1
you,You,1
see,she,1
came,rather,1
rather,late,1
late,and,1
said,Get,1
Get,to,1
your,places,1
places,shouted,1
of,thunder,1
thunder,and,1
and,people,1
people,began,1
running,about,1
directions,tumbling,1
tumbling,up,1
up,against,1
against,each,1
other,however,1
however,they,1
got,settled,1
game,began,1
never,seen,1
curious,croquetground,1
croquetground,in,1
life,it,1
all,ridges,1
ridges,and,1
and,furrows,1
furrows,the,1
the,balls,1
balls,were,1
were,live,1
live,hedgehogs,1
hedgehogs,the,1
the,mallets,1
mallets,live,1
live,flamingoes,1
soldiers,had,1
to,double,1
double,themselves,1
themselves,up,1
to,stand,1
feet,to,1
arches,The,1
The,chief,1
chief,difficulty,1
difficulty,Alice,1
Alice,found,1
in,managing,1
managing,her,1
flamingo,she,1
she,succeeded,1
in,getting,1
getting,its,1
its,body,1
body,tucked,1
tucked,away,1
away,comfortably,1
comfortably,enough,1
enough,under,1
arm,with,1
its,legs,1
legs,hanging,1
hanging,down,1
but,generally,1
generally,just,1
its,neck,1
neck,nicely,1
nicely,straightened,1
straightened,out,1
hedgehog,a,1
a,blow,1
blow,with,1
it,WOULD,1
WOULD,twist,1
twist,itself,1
itself,round,1
and,look,1
face,with,1
a,puzzled,1
puzzled,expression,1
expression,that,1
help,bursting,1
bursting,out,1
out,laughing,1
laughing,and,1
begin,again,1
again,it,1
very,provoking,1
provoking,to,1
hedgehog,had,1
had,unrolled,1
unrolled,itself,1
the,act,1
act,of,1
of,crawling,1
crawling,away,1
away,besides,1
besides,all,1
this,there,1
was,generally,1
a,ridge,1
ridge,or,1
or,furrow,1
furrow,in,1
way,wherever,1
wherever,she,1
wanted,to,1
to,send,1
send,the,1
hedgehog,to,1
the,doubledup,1
doubledup,soldiers,1
were,always,1
always,getting,1
walking,off,1
other,parts,1
parts,of,1
ground,Alice,1
the,conclusion,1
difficult,game,1
game,indeed,1
indeed,The,1
The,players,1
players,all,1
all,played,1
played,at,1
once,without,1
for,turns,1
turns,quarrelling,1
quarrelling,all,1
while,and,1
and,fighting,1
fighting,for,1
hedgehogs,and,1
very,short,1
short,time,1
a,furious,1
furious,passion,1
passion,and,1
went,stamping,1
stamping,about,1
head,about,1
about,once,1
minute,Alice,1
very,uneasy,1
uneasy,to,1
not,as,1
yet,had,1
any,dispute,1
dispute,with,1
Queen,but,1
might,happen,1
happen,any,1
any,minute,1
minute,and,1
she,what,1
me,Theyre,1
Theyre,dreadfully,1
dreadfully,fond,1
of,beheading,1
beheading,people,1
people,here,1
great,wonder,1
wonder,is,1
that,theres,1
theres,any,1
one,left,1
left,alive,1
alive,She,1
looking,about,1
of,escape,1
escape,and,1
wondering,whether,1
get,away,1
being,seen,1
seen,when,1
noticed,a,1
curious,appearance,1
appearance,in,1
air,it,1
after,watching,1
watching,it,1
made,it,1
grin,and,1
herself,Its,1
Cat,now,1
have,somebody,1
somebody,to,1
talk,to,1
to,How,1
Cat,as,1
was,mouth,1
mouth,enough,1
enough,for,1
speak,with,1
with,Alice,1
the,eyes,1
eyes,appeared,1
then,nodded,1
nodded,Its,1
use,speaking,1
thought,till,1
till,its,1
its,ears,1
ears,have,1
come,or,1
least,one,1
them,In,1
minute,the,1
whole,head,1
head,appeared,1
Alice,put,1
began,an,1
an,account,1
account,of,1
game,feeling,1
glad,she,1
had,someone,1
someone,to,1
her,The,1
Cat,seemed,1
was,enough,1
now,in,1
it,appeared,1
appeared,I,1
think,they,1
they,play,1
play,at,1
all,fairly,1
fairly,Alice,1
in,rather,1
a,complaining,1
complaining,tone,1
all,quarrel,1
quarrel,so,1
so,dreadfully,1
dreadfully,one,1
one,cant,1
cant,hear,1
hear,oneself,1
oneself,speakand,1
speakand,they,1
dont,seem,1
any,rules,1
rules,in,1
particular,at,1
least,if,1
there,are,1
are,nobody,1
nobody,attends,1
attends,to,1
to,themand,1
themand,youve,1
youve,no,1
how,confusing,1
confusing,it,1
is,all,1
things,being,1
being,alive,1
alive,for,1
for,instance,1
instance,theres,1
theres,the,1
the,arch,1
arch,Ive,1
through,next,1
next,walking,1
walking,about,1
about,at,1
other,end,1
the,groundand,1
groundand,I,1
have,croqueted,1
croqueted,the,1
Queens,hedgehog,1
hedgehog,just,1
only,it,1
it,ran,1
ran,away,1
away,when,1
saw,mine,1
mine,coming,1
coming,How,1
Cat,in,1
voice,Not,1
Alice,shes,1
shes,so,1
so,extremely,1
extremely,Just,1
her,listening,1
on,likely,1
to,win,1
win,that,1
its,hardly,1
hardly,worth,1
worth,while,1
while,finishing,1
finishing,the,1
game,The,1
Queen,smiled,1
smiled,and,1
and,passed,1
passed,on,1
on,Who,1
Who,ARE,1
you,talking,1
King,going,1
going,up,1
the,Cats,1
head,with,1
curiosity,Its,1
a,friend,1
friend,of,1
of,minea,1
minea,Cheshire,1
Alice,allow,1
allow,me,1
introduce,it,1
King,however,1
it,may,1
may,kiss,1
kiss,my,1
my,hand,1
hand,if,1
it,likes,1
likes,Id,1
Cat,remarked,1
remarked,Dont,1
be,impertinent,1
impertinent,said,1
dont,look,1
that,He,1
He,got,1
behind,Alice,1
spoke,A,1
A,cat,1
cat,may,1
may,look,1
a,king,1
king,said,1
Ive,read,1
read,that,1
some,book,1
book,but,1
dont,remember,1
remember,where,1
where,Well,1
Well,it,1
be,removed,1
removed,said,1
King,very,1
very,decidedly,1
he,called,1
called,the,1
was,passing,1
passing,at,1
moment,My,1
My,dear,1
have,this,1
this,cat,1
cat,removed,1
removed,The,1
had,only,1
of,settling,1
settling,all,1
all,difficulties,1
difficulties,great,1
great,or,1
or,small,1
small,Off,1
even,looking,1
round,Ill,1
Ill,fetch,1
fetch,the,1
executioner,myself,1
myself,said,1
King,eagerly,1
eagerly,and,1
he,hurried,1
off,Alice,1
Queens,voice,1
voice,in,1
distance,screaming,1
screaming,with,1
passion,She,1
had,already,1
already,heard,1
her,sentence,1
sentence,three,1
players,to,1
be,executed,1
executed,for,1
having,missed,1
missed,their,1
their,turns,1
turns,and,1
things,at,1
all,as,1
such,confusion,1
confusion,that,1
she,never,1
knew,whether,1
her,turn,1
turn,or,1
not,So,1
in,search,1
search,of,1
her,hedgehog,1
hedgehog,The,1
The,hedgehog,1
hedgehog,was,1
was,engaged,1
engaged,in,1
a,fight,1
fight,with,1
another,hedgehog,1
hedgehog,which,1
Alice,an,1
excellent,opportunity,1
for,croqueting,1
croqueting,one,1
flamingo,was,1
gone,across,1
across,to,1
garden,where,1
where,Alice,1
it,trying,1
trying,in,1
a,helpless,1
helpless,sort,1
fly,up,1
tree,By,1
had,caught,1
the,flamingo,1
and,brought,1
brought,it,1
the,fight,1
fight,was,1
hedgehogs,were,1
were,out,1
sight,but,1
matter,much,1
much,thought,1
arches,are,1
gone,from,1
this,side,1
ground,So,1
tucked,it,1
away,under,1
might,not,1
not,escape,1
escape,again,1
back,for,1
little,more,1
more,conversation,1
conversation,with,1
her,friend,1
friend,When,1
When,she,1
Cat,she,1
find,quite,1
large,crowd,1
crowd,collected,1
collected,round,1
a,dispute,1
dispute,going,1
on,between,1
between,the,1
executioner,the,1
talking,at,1
once,while,1
while,all,1
rest,were,1
The,moment,1
Alice,appeared,1
appeared,she,1
was,appealed,1
appealed,to,1
three,to,1
to,settle,1
settle,the,1
they,repeated,1
repeated,their,1
their,arguments,1
arguments,to,1
her,though,1
though,as,1
all,spoke,1
spoke,at,1
very,hard,1
hard,indeed,1
indeed,to,1
out,exactly,1
exactly,what,1
they,said,1
The,executioners,1
executioners,argument,1
you,couldnt,1
couldnt,cut,1
head,unless,1
unless,there,1
a,body,1
body,to,1
to,cut,1
cut,it,1
from,that,1
do,such,1
wasnt,going,1
begin,at,1
at,HIS,1
HIS,time,1
time,of,1
life,The,1
The,Kings,1
Kings,argument,1
that,anything,1
head,could,1
beheaded,and,1
you,werent,1
werent,to,1
nonsense,The,1
Queens,argument,1
if,something,1
something,wasnt,1
wasnt,done,1
done,about,1
in,less,1
than,no,1
time,shed,1
shed,have,1
have,everybody,1
everybody,executed,1
executed,all,1
round,It,1
was,this,1
remark,that,1
made,the,1
party,look,1
look,so,1
grave,and,1
and,anxious,1
anxious,Alice,1
say,but,1
but,It,1
It,belongs,1
Duchess,youd,1
better,ask,1
ask,HER,1
HER,about,1
it,Shes,1
Shes,in,1
in,prison,1
prison,the,1
executioner,fetch,1
fetch,her,1
her,here,1
executioner,went,1
went,off,1
off,like,1
an,arrow,1
arrow,The,1
The,Cats,1
head,began,1
began,fading,1
fading,away,1
moment,he,1
back,with,1
Duchess,it,1
had,entirely,1
entirely,disappeared,1
disappeared,so,1
executioner,ran,1
ran,wildly,1
wildly,up,1
down,looking,1
party,went,1
game,CHAPTER,1
CHAPTER,IX,1
IX,The,1
Turtles,Story,1
Story,You,1
You,cant,1
think,how,1
how,glad,1
glad,I,1
am,to,1
you,again,1
again,you,1
you,dear,1
dear,old,1
old,thing,1
tucked,her,1
arm,affectionately,1
affectionately,into,1
Alices,and,1
a,pleasant,1
pleasant,temper,1
temper,and,1
herself,that,1
that,perhaps,1
only,the,1
the,pepper,1
so,savage,1
savage,when,1
they,met,1
kitchen,When,1
When,IM,1
IM,a,1
a,Duchess,1
Duchess,she,1
herself,not,1
very,hopeful,1
hopeful,tone,1
tone,though,1
though,I,1
wont,have,1
any,pepper,1
my,kitchen,1
kitchen,AT,1
AT,ALL,1
ALL,Soup,1
Soup,does,1
does,very,1
well,withoutMaybe,1
withoutMaybe,its,1
always,pepper,1
makes,people,1
people,hottempered,1
hottempered,she,1
on,very,1
much,pleased,1
pleased,at,1
at,having,1
having,found,1
new,kind,1
of,rule,1
rule,and,1
and,vinegar,1
vinegar,that,1
them,sourand,1
sourand,camomile,1
camomile,that,1
them,bitterandand,1
bitterandand,barleysugar,1
barleysugar,and,1
and,such,1
such,things,1
that,make,1
make,children,1
children,sweettempered,1
sweettempered,I,1
wish,people,1
people,knew,1
that,then,1
they,wouldnt,1
so,stingy,1
stingy,about,1
know,She,1
quite,forgotten,1
Duchess,by,1
startled,when,1
voice,close,1
ear,Youre,1
Youre,thinking,1
thinking,about,1
about,something,1
something,my,1
dear,and,1
makes,you,1
you,forget,1
forget,to,1
talk,I,1
cant,tell,1
you,just,1
now,what,1
is,but,1
shall,remember,1
remember,it,1
bit,Perhaps,1
it,hasnt,1
hasnt,one,1
remark,Tut,1
Tut,tut,1
tut,child,1
Duchess,Everythings,1
Everythings,got,1
got,a,1
a,moral,1
moral,if,1
if,only,1
only,you,1
she,squeezed,1
squeezed,herself,1
up,closer,1
closer,to,1
Alices,side,1
side,as,1
spoke,Alice,1
much,like,1
like,keeping,1
keeping,so,1
her,first,1
first,because,1
was,VERY,1
VERY,ugly,1
ugly,and,1
and,secondly,1
because,she,1
exactly,the,1
right,height,1
rest,her,1
chin,upon,1
upon,Alices,1
shoulder,and,1
an,uncomfortably,1
uncomfortably,sharp,1
sharp,chin,1
chin,However,1
be,rude,1
rude,so,1
she,bore,1
bore,it,1
The,games,1
games,going,1
on,rather,1
rather,better,1
better,now,1
said,by,1
by,way,1
of,keeping,1
keeping,up,1
conversation,a,1
little,Tis,1
Tis,so,1
that,isOh,1
isOh,tis,1
love,tis,1
love,that,1
world,go,1
round,Somebody,1
Somebody,said,1
whispered,that,1
done,by,1
by,everybody,1
everybody,minding,1
minding,their,1
business,Ah,1
Ah,well,1
well,It,1
It,means,1
means,much,1
Duchess,digging,1
digging,her,1
chin,into,1
added,and,1
of,THAT,1
THAT,isTake,1
isTake,care,1
the,sense,1
sense,and,1
the,sounds,1
sounds,will,1
will,take,1
take,care,1
of,themselves,1
themselves,How,1
How,fond,1
fond,she,1
of,finding,1
finding,morals,1
morals,in,1
in,things,1
say,youre,1
youre,wondering,1
wondering,why,1
dont,put,1
put,my,1
my,arm,1
arm,round,1
round,your,1
your,waist,1
waist,the,1
said,after,1
a,pause,1
pause,the,1
Im,doubtful,1
doubtful,about,1
the,temper,1
temper,of,1
your,flamingo,1
flamingo,Shall,1
Shall,I,1
I,try,1
experiment,HE,1
HE,might,1
might,bite,1
bite,Alice,1
replied,not,1
not,feeling,1
feeling,at,1
all,anxious,1
anxious,to,1
have,the,1
experiment,tried,1
tried,Very,1
Very,true,1
true,said,1
Duchess,flamingoes,1
and,mustard,1
mustard,both,1
both,bite,1
bite,And,1
that,isBirds,1
isBirds,of,1
a,feather,1
feather,flock,1
flock,together,1
together,Only,1
Only,mustard,1
mustard,isnt,1
a,bird,1
bird,Alice,1
remarked,Right,1
Right,as,1
usual,said,1
Duchess,what,1
a,clear,1
clear,way,1
have,of,1
of,putting,1
putting,things,1
things,Its,1
a,mineral,1
mineral,I,1
THINK,said,1
Duchess,who,1
seemed,ready,1
to,agree,1
to,everything,1
